11.713,3.1494,0
7.8294,3.0454,0
10.282,2.3961,0
9.249,3.3593,0
5.4291,3.2483,0
10.871,2.1002,0
8.4461,3.9104,0
2.8229,3.3297,0
9.1065,3.1853,0
9.4561,2.8484,0
5.0655,2.6862,0
4.8866,3.3155,0
5.5432,3.6156,0
4.3319,2.665,0
5.6084,2.4254,0
4.9526,2.8291,0
10.949,3.2669,0
10.262,3.9789,0
9.9529,2.1587,0
10.45,3.0692,0
9.1654,3.6097,0
2.4756,3.2639,0
10.424,3.7739,0
3.9139,2.4026,0
3.9885,3.1137,0
8.1466,2.8042,0
4.1112,3.5385,0
4.9258,3.9865,0
7.5929,2.7093,0
7.5221,2.7664,0
8.7568,2.8725,0
10.173,3.5394,0
6.5454,2.9565,0
11.373,2.4588,0
9.1412,2.3435,0
3.9199,2.6404,0
11.058,3.5366,0
5.8071,3.4395,0
11.929,2.0943,0
4.1157,2.2752,0
8.4963,3.5779,0
10.816,2.6467,0
2.2409,3.3137,0
2.1589,2.5499,0
3.7053,2.4328,0
10.566,3.7533,0
3.8105,3.4724,0
6.7874,2.0025,0
4.0412,3.7584,0
3.8651,3.0692,0
9.9315,3.8071,0
9.4085,3.0333,0
7.3362,3.4584,0
3.3536,3.177,0
3.1288,3.0073,0
4.2605,3.6808,0
8.7649,2.5545,0
4.3612,2.4862,0
9.5324,2.8496,0
4.7091,2.4203,0
4.6258,2.2752,0
2.3263,2.6907,0
8.1229,2.1248,0
6.9117,3.0839,0
3.0948,2.1549,0
9.4818,2.5151,0
5.426,2.3301,0
9.2698,2.1203,0
5.0314,3.7023,0
8.5347,2.5902,0
10.506,3.1813,0
8.0639,2.9241,0
4.3388,3.4109,0
7.6247,3.8955,0
4.139,3.5295,0
6.0323,3.9583,0
7.0136,2.9014,0
8.8096,2.0433,0
7.3233,3.648,0
5.238,3.344,0
11.869,2.4873,0
8.4862,3.8029,0
9.8713,3.6948,0
5.6907,3.3078,0
4.6996,2.3375,0
11.744,3.8303,0
10.857,2.579,0
10.019,2.7327,0
3.8114,3.5038,0
5.1753,3.5685,0
9.7686,3.2188,0
9.0222,3.8618,0
8.4376,3.2708,0
9.6909,3.7323,0
6.2841,3.0998,0
10.243,3.0985,0
5.5072,3.2316,0
2.6595,2.202,0
7.576,2.2032,0
8.329,3.7136,0
11.981,3.2656,0
6.0599,2.0902,0
10.091,2.3969,0
7.7514,3.9495,0
2.1308,3.5781,0
2.003,3.9028,0
10.293,2.2652,0
8.266,3.4608,0
10.876,2.7965,0
2.9174,3.0968,0
4.4501,2.6871,0
5.1843,2.571,0
4.6393,2.9954,0
7.8624,3.0977,0
10.64,2.9803,0
2.6747,3.7527,0
8.2453,3.5011,0
10.613,2.1053,0
8.6606,3.9751,0
7.8589,2.4021,0
7.4102,2.5048,0
3.7914,3.5938,0
11.21,3.0239,0
5.6695,2.2719,0
6.037,3.1969,0
-6.6356,-2.4369,1
-7.5961,-2.386,1
-6.0045,-2.8831,1
-3.1684,-3.4897,1
-3.9064,-3.4513,1
-10.38,-2.7731,1
-9.0209,-2.9488,1
-11.436,-2.1819,1
-3.7167,-3.8554,1
-2.501,-3.0066,1
-6.8008,-2.7446,1
-4.1389,-3.2582,1
-6.84,-3.1524,1
-6.1813,-3.8343,1
-11.658,-3.3586,1
-10.298,-2.9418,1
-11.701,-2.4671,1
-8.7275,-3.8946,1
-11.401,-2.4044,1
-4.5003,-3.2064,1
-7.3081,-2.4533,1
-3.9059,-2.6182,1
-7.0847,-3.8163,1
-9.1611,-2.4246,1
-6.2371,-3.4097,1
-11.974,-3.888,1
-7.3551,-2.2055,1
-9.3068,-2.1363,1
-11.738,-2.6487,1
-2.2435,-3.1236,1
-5.1207,-2.2481,1
-8.1708,-3.8512,1
-10.268,-2.6556,1
-4.561,-3.4418,1
-9.2734,-2.9994,1
-4.9271,-2.6227,1
-3.9021,-2.178,1
-2.4531,-3.8477,1
-11.137,-3.9639,1
-3.7449,-3.2594,1
-3.7028,-2.9088,1
-10.12,-2.7087,1
-3.3688,-2.1539,1
-8.9936,-3.1478,1
-3.8503,-3.5691,1
-6.8484,-2.9501,1
-3.7545,-2.4672,1
-2.6837,-3.7831,1
-11.93,-2.6702,1
-4.4213,-2.1356,1
-3.0231,-3.8189,1
-2.7282,-2.1298,1
-8.1666,-2.2587,1
-8.6183,-3.2418,1
-10.821,-3.6542,1
-9.5841,-3.5635,1
-10.893,-3.7864,1
-6.4694,-2.6637,1
-7.4321,-2.0114,1
-3.7911,-2.8352,1
-9.6947,-2.8615,1
-4.3277,-2.1365,1
-9.2901,-2.189,1
-10.803,-3.757,1
-7.1881,-2.2985,1
-3.6775,-3.3704,1
-10.679,-3.4502,1
-7.8181,-2.9673,1
-5.4348,-3.5059,1
-4.7935,-2.1393,1
-10.054,-3.0752,1
-5.85,-2.2473,1
-6.0024,-2.1317,1
-4.5195,-2.3871,1
-8.1813,-3.6649,1
-7.7496,-2.8443,1
-10.41,-2.8741,1
-9.3413,-3.3435,1
-8.6445,-2.5847,1
-7.4394,-3.0465,1
-11.991,-2.4808,1
-4.4732,-3.591,1
-7.4054,-3.9054,1
-6.3978,-3.7554,1
-4.9516,-2.4137,1
-4.0826,-3.8965,1
-3.3283,-2.1451,1
-5.196,-2.8159,1
-5.885,-3.1064,1
-10.905,-2.6043,1
-8.0923,-3.1688,1
-10.395,-3.6364,1
-8.4013,-2.3419,1
-3.6051,-3.6593,1
-2.2891,-2.0588,1
-2.5065,-3.2091,1
-11.086,-3.221,1
-8.7978,-2.3114,1
-10.309,-2.3576,1
-10.362,-2.4008,1
-3.1319,-2.2969,1
-5.5385,-3.9958,1
-4.8663,-3.1582,1
-6.2535,-2.7776,1
-8.686,-2.9355,1
-10.942,-2.9463,1
-9.5474,-3.9252,1
-8.842,-3.3117,1
-6.1703,-3.7988,1
-2.2749,-3.0187,1
-11.324,-2.2793,1
-10.685,-2.5176,1
-4.6147,-2.2247,1
-8.4135,-3.7445,1
-10.007,-2.0638,1
-4.0622,-3.0449,1
-9.1232,-2.8241,1
-2.5157,-2.4987,1
-11.919,-2.5089,1
-8.0928,-3.3492,1
-2.5963,-3.1048,1
-6.7947,-3.4941,1
-11.566,-2.6369,1
-11.234,-2.8178,1
-4.044,-2.8612,1
2.6155,-3.8701,2
8.7376,-2.7507,2
2.5214,-2.1179,2
7.1484,-2.8909,2
4.6067,-3.3307,2
10.245,-2.9391,2
9.7636,-2.2323,2
8.6725,-2.5605,2
7.5644,-2.222,2
5.9413,-2.6341,2
2.2675,-3.1116,2
4.5885,-2.7279,2
3.6349,-3.7569,2
5.1054,-2.121,2
9.8036,-2.579,2
4.3266,-2.9186,2
2.2581,-3.8997,2
6.7242,-3.6102,2
8.7424,-2.5384,2
9.8588,-2.1012,2
6.5307,-3.9171,2
5.3084,-3.8115,2
6.0183,-2.836,2
11.466,-2.5273,2
3.3999,-3.7456,2
5.0273,-3.5779,2
8.9161,-3.6878,2
5.4618,-3.5004,2
4.0164,-2.454,2
3.4352,-3.8102,2
4.313,-2.7562,2
11.009,-2.0332,2
7.7377,-3.7976,2
10.22,-2.7344,2
3.7427,-3.7345,2
8.6445,-2.9536,2
8.8391,-2.4265,2
7.1862,-2.6799,2
9.4672,-2.797,2
11.906,-3.1652,2
10.243,-2.6464,2
11.813,-3.0722,2
6.8,-2.7886,2
2.3262,-2.4112,2
5.8016,-3.7592,2
11.287,-2.4473,2
5.5831,-2.5946,2
7.0588,-2.8839,2
7.583,-3.9606,2
7.1658,-2.5991,2
11.387,-3.9642,2
6.1171,-3.8085,2
8.1687,-2.0432,2
9.458,-3.0345,2
6.9437,-2.1995,2
2.6896,-2.5168,2
8.2755,-3.8744,2
3.8402,-3.6929,2
6.9918,-2.3525,2
3.6072,-2.3063,2
6.2249,-3.4622,2
3.876,-2.5407,2
4.6535,-2.7916,2
9.1643,-3.5046,2
9.3221,-2.4873,2
2.9385,-3.4023,2
3.4365,-3.8382,2
4.1478,-2.3807,2
10.982,-2.4293,2
9.7186,-2.1316,2
3.9862,-3.7472,2
11.012,-3.4651,2
3.5025,-2.4742,2
7.2269,-2.7829,2
2.8452,-3.9852,2
7.4301,-2.1013,2
2.4639,-2.1413,2
6.9491,-2.6853,2
11.484,-2.4319,2
5.3331,-3.0928,2
10.104,-3.5465,2
3.4845,-2.7128,2
10.691,-2.1604,2
3.832,-2.4608,2
2.1195,-3.0456,2
6.4418,-2.1503,2
2.8819,-3.1409,2
8.5927,-2.2439,2
4.3777,-3.6675,2
5.8864,-3.0249,2
2.2117,-2.5787,2
6.7937,-3.4737,2
3.6422,-3.0863,2
7.2859,-2.4782,2
10.93,-2.3325,2
4.9789,-3.2596,2
5.1447,-3.1242,2
6.2118,-3.0153,2
2.1894,-3.6706,2
8.6703,-2.168,2
9.6946,-3.4557,2
6.6197,-2.2555,2
8.1451,-2.6067,2
7.3834,-2.6008,2
8.2188,-3.2126,2
3.3476,-2.6856,2
6.2941,-3.1207,2
3.2456,-3.2742,2
3.1702,-2.7507,2
5.1405,-2.0404,2
9.4358,-2.2766,2
3.6844,-3.0012,2
11.376,-3.4845,2
10.337,-2.9688,2
5.6856,-2.0961,2
3.45,-2.1214,2
8.4656,-3.2699,2
10.052,-3.5088,2
2.6418,-2.0774,2
10.271,-2.8187,2
8.8552,-3.5232,2
8.7107,-3.9878,2
10.994,-2.13,2
5.1006,-3.774,2
4.8933,-3.6411,2
-11.925,2.2781,3
-5.8916,2.4401,3
-3.8545,3.7291,3
-10.56,2.4835,3
-7.2516,2.1659,3
-7.5698,3.5132,3
-6.9934,2.1494,3
-9.8173,3.2784,3
-4.8875,3.5701,3
-8.6756,2.4507,3
